amount_minor,payment_failure_count,successful_payment_count,retry_count,customer_tenure_days,historical_recovery_count,historical_recovery_success_count,payment_hour,payment_day_of_week,preferred_payment_method,failure_reason,ground_truth_prob,recovered
2850373,0,10,2,29,1,0,7,4,card,user_abandoned,0.535,0
1371789,3,19,1,202,4,3,23,5,wallet,card_expired,0.5073,0
4399218,4,15,0,93,4,2,16,2,upi,gateway_error,0.95,0
3997258,4,18,2,329,3,1,16,0,netbanking,insufficient_funds,0.2214,0
3309336,1,10,0,356,4,1,3,2,upi,gateway_error,0.7932,1
4260379,5,13,0,176,4,1,17,3,netbanking,unknown,0.5778,1
4343106,0,1,2,330,3,0,11,1,card,insufficient_funds,0.285,0
3556396,4,4,3,211,3,3,16,4,upi,card_expired,0.24,0
4193215,2,4,3,184,1,0,8,0,card,card_expired,0.1983,0
3502483,0,18,0,95,2,0,18,1,wallet,user_abandoned,0.925,1
3416696,0,11,3,273,0,0,13,6,upi,checkout_abandoned,0.515,0
3112126,4,17,1,137,3,3,13,4,upi,gateway_error,0.8383,1
3775947,2,3,2,237,3,1,16,4,upi,unknown,0.395,1
835095,1,16,0,353,4,4,1,5,upi,user_abandoned,0.6544,0
4410310,4,9,1,265,1,1,7,3,netbanking,temporary_gateway_issue,0.6973,1
4365625,2,19,3,135,4,4,4,5,upi,user_abandoned,0.2817,0
194774,0,5,1,144,3,2,6,5,netbanking,card_expired,0.555,0
4137792,2,13,3,19,3,2,21,2,upi,card_expired,0.5183,1
687905,0,10,0,231,4,4,15,2,unknown,gateway_error,0.925,1
1708838,4,10,1,134,3,3,15,6,upi,timeout,0.805,1
3730365,5,17,2,114,2,2,16,1,upi,gateway_error,0.7055,0
845761,4,17,0,139,0,0,21,3,upi,user_abandoned,0.95,1
4098936,3,10,1,125,0,0,6,4,netbanking,unknown,0.4742,1
4169064,3,11,1,204,0,0,19,6,upi,timeout,0.95,1
2561965,3,4,3,61,2,1,7,3,upi,insufficient_funds,0.115,0
81610,4,8,0,250,3,2,7,3,netbanking,card_expired,0.5583,0
1470838,1,8,0,298,4,3,22,1,netbanking,temporary_gateway_issue,0.8861,1
3103788,4,9,0,13,1,1,10,2,netbanking,timeout,0.8173,1
4906871,5,18,0,255,3,3,14,3,upi,card_expired,0.6989,0
3177476,2,0,3,85,2,2,17,3,upi,gateway_error,0.315,0
1336027,4,6,2,20,2,1,5,3,card,gateway_error,0.345,0
3188328,4,3,0,50,0,0,21,0,upi,card_expired,0.725,1
2722927,0,0,3,164,3,0,11,3,upi,insufficient_funds,0.09,0
3910234,0,14,2,92,0,0,14,3,upi,user_abandoned,0.635,1
579554,0,7,2,88,1,1,22,4,wallet,temporary_gateway_issue,0.685,0
3817088,4,11,3,69,0,0,5,5,upi,gateway_error,0.3717,1
2729269,1,17,0,37,1,0,17,0,card,timeout,0.9056,1
4816810,2,14,2,253,2,0,23,3,upi,timeout,0.7412,1
1742267,2,16,0,252,0,0,19,5,card,insufficient_funds,0.6361,0
3181478,5,13,0,140,0,0,8,3,card,timeout,0.8278,1
4663539,1,13,1,355,4,3,7,1,upi,insufficient_funds,0.48,1
557423,1,17,0,168,2,0,13,1,upi,timeout,0.95,1
4689281,2,19,1,54,4,3,18,5,netbanking,gateway_error,0.9217,1
3455034,3,17,2,178,1,1,18,0,upi,temporary_gateway_issue,0.8825,1
385793,0,15,3,297,1,0,7,4,netbanking,gateway_error,0.565,0
1539769,0,0,1,301,2,2,1,0,card,gateway_error,0.43,1
3555451,2,10,3,359,1,0,3,0,card,gateway_error,0.3067,0
383385,1,14,2,106,2,0,5,1,upi,gateway_error,0.5617,0
2931743,5,11,0,137,1,0,2,1,upi,unknown,0.4656,1
1762121,3,7,2,190,3,0,2,4,card,temporary_gateway_issue,0.38,0
3123531,2,19,3,128,0,0,18,6,upi,gateway_error,0.7817,1
276423,0,5,2,342,3,2,10,6,wallet,user_abandoned,0.535,0
4364107,4,2,0,47,2,1,9,6,wallet,insufficient_funds,0.2917,1
4868770,1,12,2,5,2,2,11,3,upi,insufficient_funds,0.3581,1
4845945,4,12,0,257,3,1,13,4,upi,insufficient_funds,0.5375,0
3760776,5,1,1,300,0,0,17,3,upi,insufficient_funds,0.2133,0
693926,2,4,3,150,0,0,23,5,wallet,temporary_gateway_issue,0.4483,1
3803402,0,16,0,294,4,1,8,5,upi,temporary_gateway_issue,0.95,1
171705,3,5,0,243,1,1,14,2,upi,user_abandoned,0.7437,1
159511,4,1,2,275,4,1,23,6,card,gateway_error,0.405,0
1651870,3,3,1,208,0,0,2,1,upi,gateway_error,0.53,1
2468783,5,10,0,115,3,1,22,2,upi,insufficient_funds,0.5083,0
3863516,0,7,1,195,1,1,10,2,upi,temporary_gateway_issue,0.905,1
3432312,4,11,1,343,3,1,9,1,card,insufficient_funds,0.3117,0
2257218,5,7,2,170,4,1,17,2,upi,user_abandoned,0.4892,0
1404451,3,10,0,82,2,2,3,6,card,checkout_abandoned,0.4942,0
4985766,3,19,2,154,3,1,12,0,netbanking,card_expired,0.3873,1
2159597,4,7,3,141,4,1,5,3,card,gateway_error,0.2377,0
2284365,0,7,3,314,4,4,20,6,card,unknown,0.465,1
859937,3,16,0,146,4,0,12,4,upi,temporary_gateway_issue,0.95,1
3984307,2,19,1,323,2,1,19,1,upi,gateway_error,0.95,1
3483727,5,19,0,122,2,1,4,0,upi,insufficient_funds,0.3521,0
1142809,4,15,0,252,2,0,19,5,card,card_expired,0.7513,1
457786,1,13,3,343,1,0,13,4,upi,gateway_error,0.64,1
3418471,1,10,3,311,2,1,12,4,upi,timeout,0.6332,0
3289830,0,6,1,89,2,0,13,4,upi,user_abandoned,0.755,1
1402634,2,15,1,58,2,1,7,2,upi,temporary_gateway_issue,0.8638,1
4756774,3,12,0,63,3,2,15,2,card,timeout,0.855,1
797736,1,14,2,347,2,2,12,2,card,temporary_gateway_issue,0.6617,1
2190057,0,15,0,308,1,0,23,6,upi,insufficient_funds,0.625,0
4720898,5,8,1,280,4,2,14,2,card,temporary_gateway_issue,0.6704,0
2127650,2,2,2,72,3,3,18,0,upi,timeout,0.76,1
3210703,2,18,3,9,0,0,0,2,card,temporary_gateway_issue,0.53,0
2018092,0,19,1,94,2,2,21,1,netbanking,user_abandoned,0.805,0
1407365,0,4,1,339,4,2,1,4,upi,unknown,0.455,0
4920689,3,9,2,336,4,0,17,0,upi,checkout_abandoned,0.5475,1
2076203,0,16,1,152,3,2,18,5,card,gateway_error,0.95,1
4475791,3,14,1,356,0,0,7,2,wallet,gateway_error,0.7432,1
1188275,3,7,1,40,1,1,2,5,card,insufficient_funds,0.1,0
1104868,4,14,1,359,4,4,22,4,netbanking,card_expired,0.4772,1
204113,2,13,1,62,4,1,13,0,netbanking,unknown,0.5083,0
3275750,5,19,1,254,4,3,8,4,card,card_expired,0.4821,0
1874205,2,6,1,69,4,1,7,5,card,insufficient_funds,0.3175,0
4328573,2,11,1,245,3,0,16,6,upi,gateway_error,0.8512,1
2392389,4,16,3,170,0,0,22,0,card,user_abandoned,0.345,0
4842557,3,16,1,178,4,3,22,3,card,gateway_error,0.7497,1
968351,3,9,3,189,1,0,23,6,card,gateway_error,0.4775,1
4349684,0,18,3,260,1,1,15,0,upi,user_abandoned,0.515,1
3894154,4,13,0,72,2,1,9,2,upi,insufficient_funds,0.5426,0
3866063,0,10,0,17,4,0,20,5,netbanking,gateway_error,0.95,1
4231676,4,1,3,341,4,4,9,4,card,temporary_gateway_issue,0.285,0
3817068,0,17,3,57,4,0,23,4,wallet,gateway_error,0.565,1
3149790,1,6,1,218,4,0,5,4,upi,timeout,0.655,1
699662,2,11,0,107,4,1,21,1,upi,temporary_gateway_issue,0.95,1
211004,2,1,2,304,1,1,16,1,upi,user_abandoned,0.4017,0
4608196,5,19,0,173,0,0,15,2,netbanking,temporary_gateway_issue,0.8521,1
3102419,3,17,3,219,0,0,14,3,upi,insufficient_funds,0.2125,0
3992859,5,5,3,247,2,0,21,1,wallet,gateway_error,0.54,0
2433535,1,9,1,218,1,0,13,0,upi,temporary_gateway_issue,0.87,0
630675,5,19,1,31,4,2,3,6,netbanking,timeout,0.5321,1
669669,2,14,0,47,0,0,3,5,netbanking,card_expired,0.4312,1
3443548,3,4,1,134,3,3,1,2,netbanking,gateway_error,0.455,0
2180014,1,19,2,108,3,3,10,6,upi,insufficient_funds,0.3675,0
1042597,2,2,2,72,3,2,3,3,card,user_abandoned,0.16,1
2483393,0,4,1,327,4,4,20,6,upi,temporary_gateway_issue,0.95,1
367834,4,7,2,108,4,1,20,0,upi,gateway_error,0.8077,1
2930758,1,7,2,309,2,0,15,4,upi,insufficient_funds,0.3412,0
1381517,3,7,0,272,2,1,20,1,card,timeout,0.95,1
3997917,5,11,2,171,2,1,3,0,upi,gateway_error,0.4756,1
1586291,5,7,3,116,3,3,0,3,wallet,temporary_gateway_issue,0.4192,0
2303339,1,10,3,329,4,2,23,2,upi,timeout,0.6332,0
107521,3,13,0,74,3,0,18,6,upi,unknown,0.8594,1
408612,1,7,1,256,2,0,1,0,upi,insufficient_funds,0.2612,0
1992843,3,9,0,81,4,1,8,2,netbanking,gateway_error,0.8375,1
2425697,5,6,1,268,1,1,22,4,upi,insufficient_funds,0.3459,1
3020101,2,16,1,128,0,0,12,3,netbanking,temporary_gateway_issue,0.7661,1
1493729,0,3,1,326,0,0,17,3,card,gateway_error,0.805,0
3490160,2,12,1,235,2,0,15,6,wallet,insufficient_funds,0.355,0
4307605,0,3,1,41,3,2,15,1,upi,checkout_abandoned,0.755,1
3910262,5,4,0,181,1,1,9,5,upi,user_abandoned,0.6806,1
246113,2,3,1,157,4,2,8,3,card,gateway_error,0.665,0
2428509,2,17,2,59,3,0,10,0,netbanking,card_expired,0.3982,0
569404,1,5,2,345,2,0,3,0,upi,gateway_error,0.5267,0
1248122,4,1,1,249,3,2,9,0,netbanking,temporary_gateway_issue,0.525,1
4933979,5,10,2,192,2,0,2,4,upi,checkout_abandoned,0.3183,0
755352,3,13,3,24,0,0,5,3,card,checkout_abandoned,0.1494,0
2519496,5,4,0,80,0,0,2,3,upi,gateway_error,0.6306,1
3109870,3,5,0,134,3,1,8,0,upi,gateway_error,0.8937,1
3527201,3,9,1,213,1,0,2,6,upi,temporary_gateway_issue,0.6175,1
2820260,0,7,1,348,4,3,17,1,netbanking,insufficient_funds,0.405,0
98365,3,13,3,166,2,1,7,6,unknown,user_abandoned,0.3494,0
1665983,3,2,1,348,4,0,21,1,upi,gateway_error,0.845,1
2612672,1,11,2,337,0,0,7,3,netbanking,insufficient_funds,0.2558,0
484939,2,15,3,71,1,1,14,6,card,temporary_gateway_issue,0.5238,1
1785603,5,16,2,214,1,1,12,3,card,gateway_error,0.6017,1
214355,5,0,0,65,4,4,6,2,upi,card_expired,0.425,1
438963,3,9,2,221,0,0,18,3,card,user_abandoned,0.5975,1
2014770,4,9,0,308,4,3,7,6,upi,gateway_error,0.9173,1
706942,5,1,2,286,3,2,9,0,upi,gateway_error,0.4933,0
2859327,3,8,0,185,1,1,16,5,card,gateway_error,0.8295,1
3462851,0,12,1,207,1,0,0,4,netbanking,insufficient_funds,0.405,0
4012904,0,15,2,99,3,0,12,3,card,gateway_error,0.685,1
1040743,0,17,0,242,0,0,12,3,wallet,insufficient_funds,0.525,0
879038,3,18,2,158,1,0,23,0,netbanking,temporary_gateway_issue,0.635,0
567610,1,11,3,98,2,0,15,2,upi,gateway_error,0.6358,0
3200329,4,7,1,42,2,0,8,5,upi,card_expired,0.5277,1
3547054,3,16,0,139,0,0,9,3,card,gateway_error,0.8697,0
206351,1,14,3,283,3,3,5,1,wallet,card_expired,0.0917,0
4684250,1,9,2,227,4,3,4,1,unknown,insufficient_funds,0.05,0
307257,5,14,3,72,0,0,1,1,netbanking,user_abandoned,0.1229,1
2729416,3,14,2,243,4,0,10,4,card,gateway_error,0.6232,1
3559849,3,6,1,18,0,0,8,4,netbanking,card_expired,0.4383,0
4361297,1,12,3,77,2,1,5,5,upi,gateway_error,0.4381,1
3584730,1,16,1,45,3,1,7,3,upi,unknown,0.6344,1
4018554,1,8,0,343,2,1,8,3,card,card_expired,0.6361,0
1730278,5,7,2,140,3,2,8,3,netbanking,temporary_gateway_issue,0.5392,1
4083384,3,19,2,177,4,4,7,4,wallet,temporary_gateway_issue,0.6373,1
446568,1,17,1,222,0,0,11,5,upi,user_abandoned,0.7356,1
4479342,0,12,1,92,1,1,7,3,netbanking,checkout_abandoned,0.655,1
2760582,3,15,0,22,1,0,2,0,netbanking,user_abandoned,0.5167,1
4095623,5,8,3,172,3,2,12,2,card,user_abandoned,0.2804,0
2288975,0,11,2,92,3,3,18,6,upi,user_abandoned,0.785,1
3235709,2,11,2,192,2,0,1,1,card,insufficient_funds,0.05,0
2655693,3,5,0,77,1,0,16,1,card,gateway_error,0.7937,1
3671368,2,18,0,281,2,0,15,0,card,gateway_error,0.89,1
454068,1,6,1,364,4,0,3,3,card,timeout,0.555,0
348742,5,2,1,179,1,0,17,5,netbanking,insufficient_funds,0.155,1
1273161,1,15,3,238,4,3,13,5,upi,insufficient_funds,0.2431,0
839746,5,17,0,135,0,0,1,4,upi,gateway_error,0.7455,1
4365328,4,15,3,280,2,0,12,3,card,timeout,0.4913,1
1135109,1,6,0,19,3,2,20,5,upi,gateway_error,0.95,1
4880533,2,3,2,83,1,1,19,3,wallet,insufficient_funds,0.295,0
1717634,5,7,0,228,2,2,16,1,upi,insufficient_funds,0.4792,0
951483,1,12,0,265,3,3,14,6,upi,gateway_error,0.95,1
3959007,3,12,2,112,0,0,19,6,netbanking,user_abandoned,0.615,1
3310603,5,16,0,251,1,0,4,6,upi,insufficient_funds,0.3417,1
2516068,5,16,3,164,4,1,6,1,netbanking,user_abandoned,0.3317,0
2799049,1,4,1,358,0,0,17,4,card,temporary_gateway_issue,0.735,0
3610048,4,5,1,168,3,2,23,6,upi,gateway_error,0.7494,1
1180850,1,18,3,221,1,1,10,1,wallet,gateway_error,0.5466,1
4981852,2,12,2,304,1,0,17,3,upi,gateway_error,0.735,1
4875226,2,13,0,191,0,0,4,6,card,gateway_error,0.6783,1
3269112,5,3,3,325,1,1,12,0,upi,gateway_error,0.4463,1
1037735,5,6,1,170,3,0,17,4,upi,user_abandoned,0.5959,1
3417129,1,7,1,45,0,0,1,0,netbanking,checkout_abandoned,0.4113,1
407382,2,12,3,14,4,4,19,3,netbanking,checkout_abandoned,0.515,0
201729,2,5,1,231,0,0,3,4,upi,unknown,0.355,0
1325530,4,5,3,157,0,0,12,0,card,insufficient_funds,0.05,0
2339983,3,2,1,134,4,4,23,4,netbanking,insufficient_funds,0.195,0
4347948,4,2,3,37,3,3,15,3,netbanking,gateway_error,0.3317,0
3649486,0,12,0,53,2,1,5,5,upi,gateway_error,0.825,1
3726397,4,1,0,18,2,2,7,6,netbanking,card_expired,0.395,0
2156192,1,15,0,38,4,2,15,4,card,user_abandoned,0.7531,0
1762378,3,5,0,187,3,2,12,6,card,card_expired,0.5437,0
1886641,1,7,1,196,1,0,22,6,wallet,user_abandoned,0.6112,1
4938865,0,7,2,243,4,3,3,5,upi,temporary_gateway_issue,0.585,1
248540,3,5,3,300,2,1,1,3,upi,insufficient_funds,0.05,0
4341805,5,13,2,303,3,2,8,4,upi,insufficient_funds,0.2878,1
2914443,2,2,1,35,0,0,17,4,upi,unknown,0.48,1
2221146,4,9,1,215,3,0,16,5,upi,checkout_abandoned,0.6473,1
3640025,1,2,2,219,3,3,7,1,card,insufficient_funds,0.1683,0
2459011,0,11,2,316,2,1,14,5,upi,gateway_error,0.785,1
4373445,2,16,1,90,2,1,8,5,upi,temporary_gateway_issue,0.8661,0
4508474,4,4,1,308,1,1,16,5,upi,temporary_gateway_issue,0.73,1
2137518,2,19,3,252,1,0,22,3,upi,user_abandoned,0.4817,1
1420297,4,8,0,8,4,4,1,2,upi,gateway_error,0.7083,1
2982134,5,19,0,256,0,0,5,5,card,gateway_error,0.6521,1
4566198,3,6,3,363,1,0,4,4,upi,temporary_gateway_issue,0.3483,0
1092777,2,3,2,208,2,0,16,0,wallet,checkout_abandoned,0.395,1
3133684,2,12,1,131,3,3,1,1,upi,insufficient_funds,0.255,1
3176223,2,12,2,224,4,1,17,5,wallet,timeout,0.635,1
3678909,3,9,0,197,1,1,9,5,upi,temporary_gateway_issue,0.9375,1
701260,0,17,0,142,3,3,9,1,netbanking,gateway_error,0.925,1
3593333,4,16,2,252,3,2,5,5,card,gateway_error,0.415,1
4549710,5,19,0,96,1,0,11,4,netbanking,user_abandoned,0.7021,1
939431,2,19,1,26,0,0,16,2,card,user_abandoned,0.6217,1
1225839,3,12,3,111,0,0,12,5,wallet,insufficient_funds,0.095,0
4858405,0,16,2,123,4,4,19,1,card,temporary_gateway_issue,0.835,1
945835,4,3,1,186,0,0,15,5,netbanking,user_abandoned,0.455,1
4279206,3,0,1,168,4,3,9,3,netbanking,timeout,0.455,1
2486775,5,0,0,51,2,2,20,4,card,gateway_error,0.725,1
1273793,5,14,1,5,1,1,1,4,card,temporary_gateway_issue,0.5129,0
4360212,4,12,2,77,3,1,1,2,upi,timeout,0.4975,1
2254261,2,16,1,160,4,4,22,3,netbanking,insufficient_funds,0.3661,0
2598345,5,7,3,208,0,0,6,3,upi,unknown,0.2692,0
1828205,0,17,1,257,4,4,5,2,card,user_abandoned,0.455,1
2985106,3,12,1,205,4,0,0,6,upi,gateway_error,0.835,1
859443,0,13,3,255,0,0,11,6,upi,card_expired,0.415,0
1985853,2,7,1,11,0,0,12,0,card,temporary_gateway_issue,0.7272,1
4848590,0,7,1,8,1,1,11,6,card,timeout,0.805,0
1327760,0,14,0,32,3,3,18,5,upi,timeout,0.95,1
3300846,1,12,2,28,1,1,8,3,upi,insufficient_funds,0.3581,0
1659690,0,6,0,206,1,1,9,0,upi,user_abandoned,0.875,1
3878691,4,4,2,228,0,0,16,0,card,card_expired,0.26,0
697824,3,16,3,128,0,0,17,4,upi,user_abandoned,0.4597,0
4850614,1,15,3,255,3,0,7,5,card,temporary_gateway_issue,0.5431,0
2296258,3,1,3,212,4,1,6,4,card,temporary_gateway_issue,0.3025,1
1218449,3,17,2,239,1,0,8,1,wallet,timeout,0.6325,1
413808,2,16,2,207,3,0,9,6,upi,unknown,0.4961,0
890301,2,6,2,318,1,1,11,4,upi,temporary_gateway_issue,0.6975,1
2622881,1,12,3,283,4,1,14,3,card,gateway_error,0.5381,1
1718165,5,17,2,245,1,0,14,3,card,insufficient_funds,0.2055,1
4152972,2,13,1,45,2,0,3,5,upi,insufficient_funds,0.2583,1
2182893,2,17,0,105,3,0,3,0,netbanking,user_abandoned,0.5382,0
1281135,2,12,3,348,0,0,22,3,upi,card_expired,0.365,0
3104867,3,10,0,281,1,1,0,6,upi,unknown,0.6942,1
3548547,1,15,1,234,3,3,11,4,upi,card_expired,0.6331,1
876857,3,16,2,189,3,3,1,6,netbanking,temporary_gateway_issue,0.4297,0
879715,4,7,0,44,1,0,14,4,upi,timeout,0.8977,0
231523,3,18,1,225,0,0,16,5,upi,timeout,0.855,1
3695189,4,19,1,142,0,0,6,6,upi,unknown,0.5941,1
3335832,0,14,0,136,1,0,5,4,card,gateway_error,0.725,1
2399422,0,8,3,176,3,1,11,6,netbanking,gateway_error,0.565,1
4228643,4,19,0,142,0,0,18,2,upi,gateway_error,0.95,1
4038067,4,9,3,80,1,0,0,5,upi,insufficient_funds,0.1573,0
2947504,3,11,2,82,1,1,20,5,upi,gateway_error,0.86,1
4347942,4,19,3,135,1,0,13,3,card,timeout,0.5041,0
1068913,1,0,2,207,3,3,3,5,upi,user_abandoned,0.085,0
604002,0,19,0,344,0,0,4,1,netbanking,insufficient_funds,0.325,0
1385260,0,8,2,177,3,1,0,3,upi,insufficient_funds,0.385,0
332579,5,14,1,243,2,1,0,3,upi,checkout_abandoned,0.6629,1
2679289,4,0,2,55,0,0,20,6,upi,insufficient_funds,0.185,0
4686198,2,11,3,141,3,0,5,2,netbanking,gateway_error,0.3112,0
244750,2,2,3,56,0,0,4,3,card,temporary_gateway_issue,0.19,1
654444,4,10,3,15,2,2,1,0,wallet,insufficient_funds,0.05,0
2288385,1,1,2,185,4,1,20,4,upi,gateway_error,0.76,1
4672681,2,15,3,314,1,1,4,4,upi,timeout,0.4238,0
1614972,5,8,3,88,3,1,8,5,card,unknown,0.1804,0
2560812,4,14,1,97,2,1,18,6,card,timeout,0.8772,0
255785,1,11,2,144,2,2,20,2,card,temporary_gateway_issue,0.8058,1
784298,1,0,1,8,0,0,14,4,upi,temporary_gateway_issue,0.555,0
4933819,3,12,3,215,0,0,12,0,upi,checkout_abandoned,0.445,0
4827337,1,13,3,173,1,0,11,2,upi,user_abandoned,0.49,0
74452,2,7,3,223,0,0,4,1,card,insufficient_funds,0.05,0
4761468,2,7,2,40,3,0,1,4,card,temporary_gateway_issue,0.4072,0
3213643,4,11,0,182,3,0,3,3,netbanking,card_expired,0.3817,0
4346195,4,0,3,270,3,1,17,0,upi,temporary_gateway_issue,0.315,0
2300962,1,10,3,187,4,3,20,6,netbanking,gateway_error,0.6832,1
2602200,5,7,3,245,3,3,9,6,upi,temporary_gateway_issue,0.5192,1
2469790,0,9,3,309,0,0,12,0,upi,insufficient_funds,0.265,1
3350978,3,18,2,231,0,0,11,4,wallet,temporary_gateway_issue,0.635,1
741273,0,10,0,155,3,2,1,5,card,gateway_error,0.725,1
198369,1,6,0,175,2,0,14,1,card,gateway_error,0.875,1
1574253,1,10,0,336,2,2,13,3,card,timeout,0.8932,1
3538169,0,16,3,115,2,0,9,1,upi,timeout,0.665,0
1049174,3,0,3,311,1,1,21,1,card,gateway_error,0.365,0
3383490,0,7,0,300,4,3,7,4,netbanking,checkout_abandoned,0.775,1
4851064,4,5,0,18,3,3,14,3,upi,insufficient_funds,0.4694,0
514808,2,17,3,272,1,0,12,4,card,gateway_error,0.5282,1
3379380,5,5,3,12,2,1,7,4,netbanking,gateway_error,0.39,0
2246563,4,4,1,301,3,1,20,5,upi,timeout,0.88,1
4347304,2,12,1,192,1,1,20,0,upi,gateway_error,0.95,1
926891,5,18,1,232,0,0,21,6,upi,gateway_error,0.95,1
3478498,5,7,0,93,2,0,13,5,card,timeout,0.7792,1
4198670,5,8,2,218,1,0,0,6,netbanking,insufficient_funds,0.1504,0
4725840,1,16,3,278,0,0,12,5,card,card_expired,0.2944,0
3432077,5,2,1,353,2,1,7,4,upi,card_expired,0.405,1
2511015,3,18,2,303,4,2,17,5,card,unknown,0.385,0
3108343,0,10,3,29,2,0,21,6,netbanking,gateway_error,0.715,1
4351079,3,16,2,301,4,1,8,5,upi,gateway_error,0.7297,0
2874518,0,18,0,77,4,2,12,2,netbanking,unknown,0.675,1
200415,4,1,0,9,4,3,2,3,netbanking,timeout,0.445,0
4658196,4,7,0,24,3,1,17,0,upi,card_expired,0.6477,0
3463157,0,18,1,15,3,0,9,6,upi,gateway_error,0.905,0
3398741,3,6,3,164,4,1,4,3,card,gateway_error,0.2483,0
1117592,0,16,0,13,0,0,5,0,card,gateway_error,0.725,0
3311483,5,5,1,347,4,3,7,2,netbanking,insufficient_funds,0.23,0
1999628,1,18,1,172,1,0,23,4,card,gateway_error,0.7866,1
3273603,4,5,1,357,4,1,6,6,upi,insufficient_funds,0.3494,0
577635,1,1,1,327,3,3,20,0,upi,insufficient_funds,0.48,0
3306334,5,5,0,200,3,2,17,0,netbanking,gateway_error,0.75,0
4997097,5,4,1,76,1,0,13,0,upi,gateway_error,0.7106,1
288649,4,18,0,164,1,0,14,2,card,temporary_gateway_issue,0.8614,1
4887012,4,19,0,61,2,2,9,3,upi,gateway_error,0.95,1
2064194,5,3,1,245,0,0,20,2,upi,gateway_error,0.8363,1
4360229,2,16,0,155,0,0,11,0,upi,gateway_error,0.95,1
3922808,1,10,3,257,0,0,6,5,upi,insufficient_funds,0.2332,0
2856730,1,3,3,244,3,2,6,0,card,card_expired,0.2275,0
3705323,2,12,2,162,0,0,10,5,upi,gateway_error,0.735,0
4398652,3,19,3,68,2,0,12,4,wallet,card_expired,0.2673,1
2050494,1,16,0,344,2,2,14,2,card,user_abandoned,0.7544,1
1668814,0,8,0,277,0,0,17,5,upi,timeout,0.95,1
3354587,5,3,3,161,1,1,6,2,upi,gateway_error,0.4463,0
4048837,5,13,1,259,2,0,5,1,card,insufficient_funds,0.1078,0
3823311,2,18,1,307,1,1,22,3,upi,timeout,0.87,1
3999177,1,2,0,335,3,3,10,1,unknown,unknown,0.5583,0
2206137,3,13,1,95,2,2,7,5,card,unknown,0.4894,1
4098279,1,7,2,246,1,1,19,1,upi,temporary_gateway_issue,0.8913,0
645034,5,0,2,221,0,0,0,6,card,timeout,0.335,0
2745221,4,9,3,123,3,3,7,3,upi,user_abandoned,0.4073,1
78505,0,17,3,187,4,0,7,5,upi,user_abandoned,0.515,1
1656699,2,15,1,262,4,4,18,4,wallet,insufficient_funds,0.5138,1
1863984,4,7,0,273,0,0,2,4,upi,temporary_gateway_issue,0.6977,0
2011054,3,0,3,60,3,1,4,3,card,gateway_error,0.05,0
3492562,4,11,2,125,3,0,2,3,wallet,insufficient_funds,0.05,0
1973362,4,7,3,337,3,0,14,5,upi,card_expired,0.2877,1
2271033,3,15,3,341,3,1,13,2,upi,unknown,0.3567,0
1225843,4,17,2,51,4,1,20,6,upi,user_abandoned,0.7183,0
1897596,2,3,0,178,1,0,14,5,upi,gateway_error,0.885,1
1174984,5,5,3,139,3,2,23,2,upi,card_expired,0.24,0
412319,1,11,3,327,1,0,16,2,netbanking,temporary_gateway_issue,0.5358,0
3037070,4,8,3,170,3,3,17,2,netbanking,timeout,0.4483,0
3357653,2,14,1,39,2,2,1,5,card,timeout,0.5612,1
3116477,1,15,3,69,2,2,11,0,upi,temporary_gateway_issue,0.6431,1
2344295,1,11,2,236,2,0,15,0,netbanking,gateway_error,0.6558,1
1929939,4,13,0,48,3,3,3,4,card,gateway_error,0.6426,0
4323501,2,12,0,57,1,1,1,0,upi,gateway_error,0.775,1
2619454,5,1,2,277,4,0,13,0,upi,user_abandoned,0.3433,0
2421950,4,2,1,338,0,0,10,2,upi,gateway_error,0.6717,1
176928,3,9,2,99,4,4,12,2,wallet,gateway_error,0.5975,1
1739176,1,8,0,15,3,3,6,3,card,gateway_error,0.8861,1
1931968,4,19,2,325,2,0,9,2,card,user_abandoned,0.4741,1
2024172,1,7,1,179,2,0,23,5,card,temporary_gateway_issue,0.7612,1
2921853,2,9,0,332,1,0,0,3,card,gateway_error,0.8614,1
2691332,0,18,1,62,3,3,20,6,upi,card_expired,0.805,0
3059130,4,2,2,119,4,4,3,3,card,temporary_gateway_issue,0.2517,1
3836172,5,4,3,37,3,2,17,0,netbanking,temporary_gateway_issue,0.3706,0
4074279,4,2,2,134,3,3,5,2,upi,card_expired,0.1017,0
3604709,1,15,1,26,2,2,1,0,wallet,temporary_gateway_issue,0.5831,0
4779842,2,16,2,8,4,3,2,2,upi,user_abandoned,0.3961,1
140251,3,14,3,4,0,0,13,0,upi,insufficient_funds,0.2032,0
1019101,5,2,1,21,2,2,7,6,card,insufficient_funds,0.155,0
87436,2,11,2,149,4,4,15,0,netbanking,temporary_gateway_issue,0.6312,1
3254999,4,8,1,25,1,0,18,0,upi,user_abandoned,0.7883,0
4495251,3,11,1,143,2,2,17,5,card,insufficient_funds,0.33,0
1255237,2,14,0,245,1,1,5,6,upi,gateway_error,0.7812,0
4638820,0,1,0,43,2,2,13,4,card,gateway_error,0.925,1
348323,5,17,1,293,3,0,2,6,upi,insufficient_funds,0.2255,0
4675458,1,19,2,185,4,0,15,0,upi,card_expired,0.5175,0
1790532,2,11,2,42,1,0,0,1,upi,checkout_abandoned,0.5812,1
552033,2,3,2,92,2,2,11,1,upi,timeout,0.645,1
